AllStats1H 4 Legendary	750816400	normal	Afixo
AllStats1H 5 Legendary	2988261841	normal	Afixo
AllStats1H 6 Legendary	930739986	normal	Afixo
AllStats1H 7 Legendary	3168185427	normal	Afixo
AllStats1H 8 Legendary	1110663572	normal	Afixo
AllStats1H 9 Legendary	3348109013	normal	Afixo
AllStats2H 1 Legendary	3622479470	normal	Afixo
AllStats2H 10 Legendary	3564600574	normal	Afixo
AllStats2H 11 Legendary	1507078719	normal	Afixo
AllStats2H 12 Legendary	3744524160	normal	Afixo
AllStats2H 13 Legendary	1687002305	normal	Afixo
AllStats2H 14 Legendary	3924447746	normal	Afixo
AllStats2H 15 Legendary	1866925891	normal	Afixo
AllStats2H 16 Legendary	4104371332	normal	Afixo
AllStats2H 2 Legendary	1564957615	normal	Afixo
AllStats2H 3 Legendary	3802403056	normal	Afixo
AllStats2H 4 Legendary	1744881201	normal	Afixo
AllStats2H 6 Legendary	1924804787	normal	Afixo
AllStats2H 7 Legendary	4162250228	normal	Afixo
AllStats2H 8 Legendary	2104728373	normal	Afixo
AllStats2H 9 Legendary	47206518	normal	Afixo
ArcaneDamage 1 (of Starlight)	774275455	normal	Afixo
ArcaneDamage 1 Fast	169538445	normal	Afixo
ArcaneDamage 1 Two-Handed	3449943274	normal	Afixo
ArcaneDamage 10 (of the Void)	4076253583	normal	Afixo
ArcaneDamage 10 Fast	1843113373	normal	Afixo
ArcaneDamage 10 Two-Handed	2703883002	normal	Afixo
ArcaneDamage 11 (of the Void)	4076253584	normal	Afixo
ArcaneDamage 11 Fast	1882248766	normal	Afixo
ArcaneDamage 11_104 (of the Void)	189392996	normal	Afixo
ArcaneDamage 12_104 (of the Void)	190578917	normal	Afixo
ArcaneDamage 13_104 (of the Void)	191764838	normal	Afixo
ArcaneDamage 14_104 (from Beyond)	192950759	normal	Afixo
ArcaneDamage 18 (from Beyond)	4076253591	normal	Afixo
ArcaneDamage 2 (of Starlight)	774275456	normal	Afixo
ArcaneDamage 2 Fast	208673838	normal	Afixo
ArcaneDamage 2 Two-Handed	4271198795	normal	Afixo
ArcaneDamage 3 (of Starlight)	774275457	normal	Afixo
ArcaneDamage 3 Fast	247809231	normal	Afixo
ArcaneDamage 3 Two-Handed	797487020	normal	Afixo
ArcaneDamage 4 (of Starlight)	774275458	normal	Afixo
ArcaneDamage 4 Fast	286944624	normal	Afixo
ArcaneDamage 4 Two-Handed	1618742541	normal	Afixo
ArcaneDamage 5 (of Starlight)	774275459	normal	Afixo
ArcaneDamage 5 Fast	326080017	normal	Afixo
ArcaneDamage 5 Two-Handed	2439998062	normal	Afixo
ArcaneDamage 6 (of Infinity)	774275460	normal	Afixo
ArcaneDamage 6 Fast	365215410	normal	Afixo
ArcaneDamage 6 Two-Handed	3261253583	normal	Afixo
ArcaneDamage 7 (of Infinity)	774275461	normal	Afixo
ArcaneDamage 7 Fast	404350803	normal	Afixo
ArcaneDamage 7 Two-Handed	4082509104	normal	Afixo
ArcaneDamage 8 (of Infinity)	774275462	normal	Afixo
ArcaneDamage 8 Fast	443486196	normal	Afixo
ArcaneDamage 8 Two-Handed	608797329	normal	Afixo
ArcaneDamage 9 (of Infinity)	774275463	normal	Afixo
ArcaneDamage 9 Fast	482621589	normal	Afixo
ArcaneDamage 9 Two-Handed	1430052850	normal	Afixo
ArcanePowerOnCrit 1 (Foreboding)*	2881593655	normal	Afixo
ArcanePowerOnCrit 10 (Abominable)	603310151	normal	Afixo
ArcanePowerOnCrit 2 (Foreboding)	2881593656	normal	Afixo
ArcanePowerOnCrit 3 (Foreboding)	2881593657	normal	Afixo
ArcanePowerOnCrit 4 (Ominous)	2881593658	normal	Afixo
ArcanePowerOnCrit 5 (Ominous)	2881593659	normal	Afixo
ArcanePowerOnCrit 8 (Terrifying)	2881593662	normal	Afixo
ArcanePowerOnCrit 9 (Terrifying)	2881593663	normal	Afixo
ArcanePowerOnCrit_Jewel	2697151228	normal	Afixo
ArcaneResist 0.1 Legendary	2445912942	normal	Afixo
ArcaneResist 0.2 Legendary	388391087	normal	Afixo
ArcaneResist 0.3 Legendary	2625836528	normal	Afixo
ArcaneResist I (Warding)	1414255917	normal	Afixo
ArcaneResist II (Warding)	3720772406	normal	Afixo
ArcaneResist III (Warding)	2526405215	normal	Afixo
ArcaneResist IV (Warding)	3720772419	normal	Afixo
ArcaneResist V (Beguiling)	1414255930	normal	Afixo
ArcaneResist VI (Beguiling)	3720772835	normal	Afixo
ArcaneResist VII (Beguiling)	2526419372	normal	Afixo
ArcaneResist VIII (Beguiling)	1767460757	normal	Afixo
ArcaneResist X (Nullifying)	1414255932	normal	Afixo
ArcaneResist XI (Nullifying)	3720772901	normal	Afixo
ArcaneResist XII (Eclipsing)	2526421550	normal	Afixo
ArcaneResist XIII (Eclipsing)	1767532631	normal	Afixo
ArcaneResist_Jewel	647833018	normal	Afixo
BarbSkill Cleave I (Unrelenting)	767926319	normal	Afixo
BindOnEquip (Tradable)	3676384990	normal	Afixo
Bleed 12 (Exsanguinating)	3739550559	normal	Afixo
Bleed 16 (Exsanguinating)	3739550563	normal	Afixo
Bleed 3 Secondary	732977719	normal	Afixo
Bleed 4 (Bloody)	764072336	normal	Afixo
Bleed 5 (Wounding)	764072337	normal	Afixo
Bleed 6 Secondary	3150346746	normal	Afixo
BleedPercent 12 Secondary	3468687192	normal	Afixo
BleedPercent 14 (Exsanguinating)	2996855154	normal	Afixo
BleedPercent 15 (Exsanguinating)	2996855155	normal	Afixo
BleedPercent 16 (Exsanguinating)*	2996855156	normal	Afixo
BleedPercent 4 Secondary	220582057	normal	Afixo
Block 1 (of the Tortoise)	775867292	normal	Afixo
Block 1 Secondary	920258692	normal	Afixo
Block 12 (of Invulnerability)	4128784206	normal	Afixo
Block 13 (of Invulnerability)	4128784207	normal	Afixo
Block 2 (of the Tortoise)	775867293	normal	Afixo
Block 2 Secondary	3157704133	normal	Afixo
Block 3 (of Deflection)	775867294	normal	Afixo
Block 3 Secondary	1100182278	normal	Afixo
Block 4 Secondary	3337627719	normal	Afixo
Block_Jewel	417929185	normal	Afixo
Cast 1 (of the Oracle)	2652771676	normal	Afixo
Cast 10 (of Prophecy)	1642119436	normal	Afixo
Cast 2 (of the Oracle)	2652771677	normal	Afixo
Cast 3 (of the Oracle)	2652771678	normal	Afixo
Cast 4 (of Brilliance)	2652771679	normal	Afixo
Cast 5 (of Brilliance)	2652771680	normal	Afixo
Cast 6 (of Brilliance)	2652771681	normal	Afixo
Cast 7 (of Moonlight)	2652771682	normal	Afixo
Cast 8 (of Moonlight)	2652771683	normal	Afixo
Cast 9 (of Moonlight)	2652771684	normal	Afixo
CCReduction 0.2 Legendary	2700619646	normal	Afixo
CCReduction 0.3 Legendary	643097791	normal	Afixo
CCReduction 10 (of Impunity)	3408944628	normal	Afixo
CCReduction 9 (Undaunted)	1274656076	normal	Afixo
CCReduction_Jewel	131110281	normal	Afixo
Charged Bolt Cast I (of Charged Bolt Cast (example))	3299556627	normal	Afixo
ColdDamage 1 (of Winter)	2181211991	normal	Afixo
ColdDamage 1 Fast	1848672357	normal	Afixo
ColdDamage 1 Two-Handed	4191404994	normal	Afixo
ColdDamage 10 (of Frost)	3260519015	normal	Afixo
ColdDamage 10 Fast	1419957621	normal	Afixo
ColdDamage 10 Two-Handed	1402315986	normal	Afixo
ColdDamage 11 (of Frost)	3260519016	normal	Afixo
ColdDamage 11 Fast	1459093014	normal	Afixo
ColdDamage 11_104 (of Frost)	1868526908	normal	Afixo
ColdDamage 12_104 (of Frost)	1869712829	normal	Afixo
ColdDamage 13_104 (of Frost)	1870898750	normal	Afixo
ColdDamage 14_104 (of the Avalanche)	1872084671	normal	Afixo
ColdDamage 18 (of the Avalanche)	3260519023	normal	Afixo
ColdDamage 2 (of Winter)	2181211992	normal	Afixo
ColdDamage 2 Fast	1887807750	normal	Afixo
ColdDamage 2 Two-Handed	717693219	normal	Afixo
ColdDamage 3 (of Winter)	2181211993	normal	Afixo
ColdDamage 3 Fast	1926943143	normal	Afixo
ColdDamage 3 Two-Handed	1538948740	normal	Afixo
ColdDamage 4 (of Winter)	2181211994	normal	Afixo
ColdDamage 4 Fast	1966078536	normal	Afixo
ColdDamage 4 Two-Handed	2360204261	normal	Afixo
ColdDamage 5 (of Winter)	2181211995	normal	Afixo
ColdDamage 5 Fast	2005213929	normal	Afixo
ColdDamage 5 Two-Handed	3181459782	normal	Afixo
ColdDamage 6 (of Shivers)	2181211996	normal	Afixo
ColdDamage 6 Fast	2044349322	normal	Afixo
ColdDamage 6 Two-Handed	4002715303	normal	Afixo
ColdDamage 7 (of Shivers)	2181211997	normal	Afixo
ColdDamage 7 Fast	2083484715	normal	Afixo
ColdDamage 7 Two-Handed	529003528	normal	Afixo
ColdDamage 8 (of Shivers)	2181211998	normal	Afixo
ColdDamage 8 Fast	2122620108	normal	Afixo
ColdDamage 8 Two-Handed	1350259049	normal	Afixo
ColdDamage 9 (of Shivers)	2181211999	normal	Afixo
ColdDamage 9 Fast	2161755501	normal	Afixo
ColdDamage 9 Two-Handed	2171514570	normal	Afixo
ColdResist 0.1 Legendary	2931899462	normal	Afixo
ColdResist 0.2 Legendary	874377607	normal	Afixo
ColdResist 0.3 Legendary	3111823048	normal	Afixo
ColdResist I (Nomadic)	3093389829	normal	Afixo
ColdResist II (Nomadic)	3297616654	normal	Afixo
ColdResist III (Nomadic)	1447167287	normal	Afixo
ColdResist IV (Nomadic)	3297616667	normal	Afixo
ColdResist V (Sheltering)	3093389842	normal	Afixo
ColdResist VI (Sheltering)	3297617083	normal	Afixo
ColdResist VII (Sheltering)	1447181444	normal	Afixo
ColdResist VIII (Sheltering)	512347501	normal	Afixo
ColdResist X (Thawing)	3093389844	normal	Afixo
ColdResist XI (Thawing)	3297617149	normal	Afixo
ColdResist XII (Hearthfire)	1447183622	normal	Afixo
ColdResist XIII (Hearthfire)	512419375	normal	Afixo
ColdResist_Jewel	2178768530	normal	Afixo
CriticalChance 0.1 Legendary	3915942007	normal	Afixo
CriticalChance 0.1 Secondary Legendary	3598767967	normal	Afixo
CriticalChance I (Iron)	2792103094	normal	Afixo
CriticalChance I Secondary	1812660766	normal	Afixo
CriticalChance II (Iron)	1945088991	normal	Afixo
CriticalChance II Secondary	1141923975	normal	Afixo
CriticalChance III (Iron)	4058394664	normal	Afixo
CriticalChance VII Secondary	613746589	normal	Afixo
CriticalChance XI (Flaying)	1945089486	normal	Afixo
CriticalChance XII (Flaying)	4058410999	normal	Afixo
CriticalChance XIII (Flaying)	783576896	normal	Afixo
CriticalChance_Jewel	2537032131	normal	Afixo
CriticalDamage 0.1 Legendary	393033977	normal	Afixo
CriticalDamage 0.1 Secondary Legendary	3476394593	normal	Afixo
CriticalDamage 0.2 Legendary	2630479418	normal	Afixo
CriticalDamage 0.3 Legendary	572957563	normal	Afixo
CriticalDamage 0.3 Secondary Legendary	1901037411	normal	Afixo
CriticalDamage I Secondary	2160437792	normal	Afixo
CriticalDamage II Secondary	4028631241	normal	Afixo
CriticalDamage VII (Deadly)	3007458679	normal	Afixo
CriticalDamage VII Secondary	1385805855	normal	Afixo
CriticalDamage VIII Secondary	4235581096	normal	Afixo
CriticalDamage XI (Merciless)	1913242512	normal	Afixo
CriticalDamage XII (Merciless)	3007460857	normal	Afixo
CriticalDamage XIII (Merciless)	461960578	normal	Afixo
CriticalDamage XIV (Merciless)*	3007460870	normal	Afixo
Damage 0.1 Legendary	3345249097	normal	Afixo
Damage 0.2 Legendary	1287727242	normal	Afixo
Damage 0.3 Legendary	3525172683	normal	Afixo
Damage I (Ferocious)	2064366728	normal	Afixo
Damage II (Ferocious)	3699592689	normal	Afixo
Damage III (Ferocious)	1827474554	normal	Afixo
Damage IV (Savage)	3699592702	normal	Afixo
Damage IX (Malevolent)	3699592704	normal	Afixo
Damage VII (Grim)	1827488711	normal	Afixo
Damage VIII (Grim)	177585424	normal	Afixo
Damage XI (Baleful)	3699593184	normal	Afixo
DamageBonusArcane 1 (Stellar)	691416705	normal	Afixo
DamageBonusCold 1 (Snowy)	79615961	normal	Afixo
DamageBonusFire 1 (Fiery)	190123325	normal	Afixo
DamageBonusHoly 1 (Righteous)	275315795	normal	Afixo
DamageBonusLightning 1 (Arcing)	91845947	normal	Afixo
DamageBonusPhysical 1 (Weighted)	2866094676	normal	Afixo
DamageBonusPoison 1 (Septic)	694702319	normal	Afixo
DamageReductionArcane 0.1 Legendary	307800576	normal	Afixo
DamageReductionArcane 1 (Violet)	275966087	normal	Afixo
DamageReductionArcane 10 (Quartz)	516946327	normal	Afixo
DamageReductionArcane 11 (Opalite)	516946328	normal	Afixo
DamageReductionArcane 12 (Tanzanite)	516946329	normal	Afixo
DamageReductionArcane 13 (Tanzanite)	516946330	normal	Afixo
DamageReductionArcane 14 (Tanzanite)	516946331	normal	Afixo
DamageReductionArcane 15 (Tanzanite)	516946332	normal	Afixo
DamageReductionArcane 16 (Tanzanite)	516946333	normal	Afixo
DamageReductionArcane 2 (Violet)	275966088	normal	Afixo
DamageReductionCold 0.1 Legendary	2475531736	normal	Afixo
DamageReductionCold 1 (Azure)	3680065631	normal	Afixo
DamageReductionCold 10 (Lapis)	1183081583	normal	Afixo
DamageReductionCold 11 (Cobalt)	1183081584	normal	Afixo
DamageReductionCold 12 (Sapphire)	1183081585	normal	Afixo
DamageReductionCold 13 (Sapphire)	1183081586	normal	Afixo
DamageReductionCold 14 (Sapphire)	1183081587	normal	Afixo
DamageReductionCold 15 (Sapphire)	1183081588	normal	Afixo
DamageReductionCold 16 (Sapphire)	1183081589	normal	Afixo
DamageReductionCold 2 (Azure)	3680065632	normal	Afixo
DamageReductionFire 0.1 Legendary	3644524860	normal	Afixo
DamageReductionFire 1 (Crimson)	3790572995	normal	Afixo
DamageReductionFire 10 (Russet)	534857299	normal	Afixo
DamageReductionFire 11 (Garnet)	534857300	normal	Afixo
DamageReductionFire 12 (Ruby)	534857301	normal	Afixo
DamageReductionFire 13 (Ruby)	534857302	normal	Afixo
DamageReductionFire 14 (Ruby)	534857303	normal	Afixo
DamageReductionFire 15 (Ruby)	534857304	normal	Afixo
DamageReductionFire 16 (Ruby)	534857305	normal	Afixo
DamageReductionFire 2 (Crimson)	3790572996	normal	Afixo
DamageReductionHoly 0.1 Legendary	2664974674	normal	Afixo
DamageReductionHoly 1	3875765465	normal	Afixo
DamageReductionHoly 2	3875765466	normal	Afixo
DamageReductionLightning 0.1 Legendary	1457799674	normal	Afixo
DamageReductionLightning 1 (Citrine)	3644275073	normal	Afixo
DamageReductionLightning 14 (Amber)	1993173	normal	Afixo
DamageReductionLightning 15 (Amber)	1993174	normal	Afixo
DamageReductionLightning 16 (Amber)	1993175	normal	Afixo
DamageReductionLightning 2 (Citrine)	3644275074	normal	Afixo
DamageReductionPoison 0.1 Legendary	2812535150	normal	Afixo
DamageReductionPoison 1 (Beryl)	279251701	normal	Afixo
DamageReductionPoison 10 (Viridian)	625371589	normal	Afixo
DamageReductionPoison 11 (Jade)	625371590	normal	Afixo
DamageReductionPoison 12 (Emerald)	625371591	normal	Afixo
DamageReductionPoison 13 (Emerald)	625371592	normal	Afixo
DamageReductionPoison 14 (Emerald)	625371593	normal	Afixo
DamageReductionPoison 15 (Emerald)	625371594	normal	Afixo
DamageReductionPoison 16 (Emerald)	625371595	normal	Afixo
DamageReductionPoison 2 (Beryl)	279251702	normal	Afixo
DamageVsElite 0.1 Legendary	3530850949	normal	Afixo
DamageVsElite 0.1 Secondary Legendary	2640263917	normal	Afixo
DamageVsElite 1 (Piercing)	3668840844	normal	Afixo
DamageVsElite 1 Secondary (Piercing)	2110618228	normal	Afixo
DamageVsElite 10 (Harrowing)	812663612	normal	Afixo
DamageVsElite 10 Secondary (Harrowing)	3699214372	normal	Afixo
DamageVsElite 11 (Harrowing)	812663613	normal	Afixo
DamageVsElite 11 Secondary (Harrowing)	1641692517	normal	Afixo
DamageVsElite 12 (King Slaying)	812663614	normal	Afixo
DamageVsElite 12 Secondary (King Slaying)	3879137958	normal	Afixo
DamageVsElite 2 Secondary (Piercing)	53096373	normal	Afixo
DamageVsElite 3 Secondary (Piercing)	2290541814	normal	Afixo
DamageVsElite 4 Secondary (Executing)	233019959	normal	Afixo
DamageVsElite 6 Secondary (Penetrating)	412943545	normal	Afixo
DamageVsElite 7 Secondary (Penetrating)	2650388986	normal	Afixo
DamageVsElite 8 (Penetrating)	3668840851	normal	Afixo
DamageVsElite 8 Secondary (Penetrating)	592867131	normal	Afixo
DamageVsElite 9 (Harrowing)	3668840852	normal	Afixo
DamageVsElite 9 Secondary (Harrowing)	2830312572	normal	Afixo
DamageVsMonsterTypeBeast 10 (of the Hunter)	2255362018	normal	Afixo
DamageVsMonsterTypeBeast 11 (of the Hunter)	2255362019	normal	Afixo
DamageVsMonsterTypeBeast 12 (of the Hunter)	2255362020	normal	Afixo
DamageVsMonsterTypeBeast 13 (of the Hunter)	2255362021	normal	Afixo
DamageVsMonsterTypeBeast 14 (of the Hunter)	2255362022	normal	Afixo
DamageVsMonsterTypeBeast 15 (of the Hunter)	2255362023	normal	Afixo
DamageVsMonsterTypeBeast 16 (of the Hunter)	2255362024	normal	Afixo
DamageVsMonsterTypeBeast 7 (of the Hunter)	4233161080	normal	Afixo
DamageVsMonsterTypeBeast 8 (of the Hunter)	4233161081	normal	Afixo
DamageVsMonsterTypeBeast 9 (of the Hunter)	4233161082	normal	Afixo
DamageVsMonsterTypeDemon 10 (of Demon Slaying)	2057567462	normal	Afixo
DamageVsMonsterTypeDemon 11 (of Demon Slaying)	2057567463	normal	Afixo
DamageVsMonsterTypeDemon 12 (of Demon Slaying)	2057567464	normal	Afixo
DamageVsMonsterTypeDemon 13 (of Demon Slaying)	2057567465	normal	Afixo
DamageVsMonsterTypeDemon 14 (of Demon Slaying)	2057567466	normal	Afixo
DamageVsMonsterTypeDemon 15 (of Demon Slaying)	2057567467	normal	Afixo
DamageVsMonsterTypeDemon 16 (of Demon Slaying)	2057567468	normal	Afixo
DamageVsMonsterTypeDemon 7 (of Demon Slaying)	2535210492	normal	Afixo
DamageVsMonsterTypeDemon 8 (of Demon Slaying)	2535210493	normal	Afixo
DamageVsMonsterTypeDemon 9 (of Demon Slaying)*	2535210494	normal	Afixo
DamageVsMonsterTypeHuman 10 (of Mortality)	4199662956	normal	Afixo
DamageVsMonsterTypeHuman 11 (of Mortality)	4199662957	normal	Afixo
DamageVsMonsterTypeHuman 12 (of Mortality)	4199662958	normal	Afixo
DamageVsMonsterTypeHuman 13 (of Mortality)	4199662959	normal	Afixo
DamageVsMonsterTypeHuman 14 (of Mortality)	4199662960	normal	Afixo
DamageVsMonsterTypeHuman 15 (of Mortality)	4199662961	normal	Afixo
DamageVsMonsterTypeHuman 16 (of Mortality)	4199662962	normal	Afixo
DamageVsMonsterTypeHuman 7 (of Mortality)	4031778242	normal	Afixo
DamageVsMonsterTypeHuman 8 (of Mortality)	4031778243	normal	Afixo
DamageVsMonsterTypeHuman 9 (of Mortality)	4031778244	normal	Afixo
DamageVsMonsterTypeUndead 10 (of Purification)	215064772	normal	Afixo
DamageVsMonsterTypeUndead 11 (of Purification)	215064773	normal	Afixo
DamageVsMonsterTypeUndead 12 (of Purification)	215064774	normal	Afixo
DamageVsMonsterTypeUndead 13 (of Purification)	215064775	normal	Afixo
DamageVsMonsterTypeUndead 14 (of Purification)	215064776	normal	Afixo
DamageVsMonsterTypeUndead 15 (of Purification)	215064777	normal	Afixo
DamageVsMonsterTypeUndead 16 (of Purification)	215064778	normal	Afixo
DamageVsMonsterTypeUndead 7 (of Purification)	3390430746	normal	Afixo
DamageVsMonsterTypeUndead 8 (of Purification)	3390430747	normal	Afixo
DamageVsMonsterTypeUndead 9 (of Purification)	3390430748	normal	Afixo
DamReductionVsElite 0.1 Legendary	1045457189	normal	Afixo
DamReductionVsElite 1 (Resolute)	3120760876	normal	Afixo
DamReductionVsElite 10 (Impervious)	4200861148	normal	Afixo
DamReductionVsElite 11 (Impervious)	4200861149	normal	Afixo
DamReductionVsElite 12 (Mythical)	4200861150	normal	Afixo
DamReductionVsElite 13 (Mythical)	4200861151	normal	Afixo
DamReductionVsElite 14 (Mythical)	4200861152	normal	Afixo
DamReductionVsElite 15 (Mythical)	4200861153	normal	Afixo
DamReductionVsElite 16 (Mythical)	4200861154	normal	Afixo
DamReductionVsElite 8 (Impervious)	3120760883	normal	Afixo
DamReductionVsElite 9 (Impervious)	3120760884	normal	Afixo
Defense I (Intercepting)	2089750435	normal	Afixo
Defense II (Intercepting)	242287724	normal	Afixo
Defense III (Vigilant)	3700527701	normal	Afixo
Defense IV (Vigilant)	242287737	normal	Afixo
Defense IX (Bastion)	242287739	normal	Afixo
Defense V (Sentinel)	2089750448	normal	Afixo
Defense VI (Sentinel)	242288153	normal	Afixo
Defense VII (Bastion)	3700541858	normal	Afixo
Defense VIII (Bastion)	1858797131	normal	Afixo
Defense X (Bastion)	2089750450	normal	Afixo
Defense XI (Bastion)	242288219	normal	Afixo
Defense XII (Bastion)	3700544036	normal	Afixo
DefenseMelee 0.1 Legendary	4266934060	normal	Afixo
DefenseMelee 1 (of the Gladiator)	1297374131	normal	Afixo
DefenseMelee 10 (of the Commander)	4158640707	normal	Afixo
